Elem_0,Elem_1,Elem_2,Elem_3,Elem_4,Elem_5,Elem_6,Elem_7,Elem_8,Elem_9
156.61569487009854,168.80334121374634,165.6189627023927,169.00125250494065,157.42323180497277,143.95237514044894,137.43715519176416,137.02707646119705,138.78200182891032,140.0629340068699
155.7093665102468,168.12323292438893,163.2126102740717,169.6963613788768,159.15618334750536,143.24916204045627,132.8366509740203,129.45169440144556,128.479049417802,128.06729013886826
154.88645218674108,167.1539769848744,160.44629529068027,169.98180803004573,160.55140555370224,142.93526010684394,128.9023023714692,121.75945598579797,118.51166508313408,116.8975916602889
154.15602859864066,165.88036953696783,157.42951982873004,169.9222257784486,161.63502590911216,142.77634873201552,125.54558552560435,114.41375322416364,109.08516410951259,107.30194435222703
153.52573010829357,164.42539299929473,154.01328351640998,169.54250841575194,162.66375470073407,142.51998168094832,122.38153712413254,107.80373814702062,100.60071195068875,98.96994677564241
153.00183210429262,162.89903506975898,150.2655389383417,168.83410455096976,163.71499011553476,142.06994184915172,119.04323602220856,102.02720430050528,93.45001903413505,91.28878771265194
152.58933433851104,161.31170337652665,146.55427149028606,167.63383020557382,164.7504006425893,141.31010501951997,115.44080760214551,97.05345777868017,87.54357313381459,84.37687671723143
152.29203737938772,159.73682299975104,142.9350547281626,165.82053729324647,165.80370183192767,140.03706970748772,111.79155429512399,92.75189045414666,82.51196060605425,78.74164856557091
152.11260696419632,158.30351726308524,139.20269014474098,163.43934740062178,166.807265271689,138.32920355170722,108.3254723412729,88.83699874667168,78.21325498567407,74.47169641992818
152.0526224699857,156.97224493235925,135.40061013700563,160.5834046263067,167.59163134716556,136.7076515195209,104.99334782733285,85.0925668137046,74.6914516334122,71.27093601199657
152.11260696419632,155.57601604282152,131.70883502746105,157.4964242056217,168.16352826307875,135.51008580351012,101.63205399558673,81.57865781020426,71.89151402880023,68.823979950163
152.29203737938772,153.9335779875011,128.28054768906173,154.63000914149313,168.7042372379628,134.40911336664692,98.33309218435575,78.45428579628272,69.63430358926554,66.93426825130243
152.58933433851104,151.93964400237243,125.28995909402227,152.1096247468812,169.21156917913933,133.0433520297301,95.3000440853457,75.8398517928715,67.73956431398685,65.45989075701166
153.00183210429262,149.7364974527845,122.71391379561521,149.61481578367042,169.52929088032542,131.54447980205003,92.64606024587486,73.74084248397041,66.14337994743806,64.1980588499578
153.52573010829357,147.7156269931518,120.12350482090726,147.11202329139303,169.6528089327599,130.02721703946798,90.52324175067893,72.06077838233422,64.84784165065325,62.970885975628164
154.15602859864066,146.12272639500395,117.27086690986972,144.84529182678446,169.66039391196108,128.44843097243427,88.98020224926577,70.78821933804333,63.76168527743447,61.80362959150167
154.88645218674108,144.6998270363458,114.63984735484549,142.8297105700307,169.59657392148466,126.89069257889201,87.90762758977732,69.94910383434942,62.78665160882015,60.81015911766855
155.7093665102468,143.09268019303465,112.76421930270699,141.1253955739494,169.5156790340789,125.44896960091671,87.23270049450315,69.42515971969408,61.9923657069343,59.958761973844084
156.61569487009854,141.36327942659477,111.56673624468701,140.08242914724116,169.4822512684912,124.39815626733447,86.82114207474415,69.0852739831889,61.47326512962094,59.21315890325636
157.5948435080748,139.87111003613037,110.73339199873054,139.81388835942556,169.49376326043395,124.13270394229306,86.50012208680982,68.91103964784828,61.18814426155342,58.72414912032419
158.6346460730054,138.8802304288258,110.261542695863,139.93732106421285,169.5214651615659,124.61977201285855,86.37702081682328,68.83292021811722,61.092598408979065,58.625561544059806
159.72133960888056,138.48688170824076,110.37187416073206,139.95576637493707,169.5707394335154,125.44064459117665,86.69320329494252,68.77825570828433,61.202979454914754,58.89763859100937
160.83958583045705,138.81181281135125,111.09611154831515,139.7330741588026,169.6695470789408,126.36500157974233,87.36938588752848,68.89422496791396,61.495211520644155,59.46495139874849
161.97255218849364,139.94164747772197,112.29629380752579,139.48905653999722,169.81574408753949,127.50559845244274,88.1140609131393,69.3940808285551,61.97827863977856,60.165877980724225
163.10206685480938,141.77579223986882,113.99361581817914,139.35314504278784,169.949778086414,128.9443495914038,88.90467768471343,70.28184603328285,62.75146022800413,60.806477910473575
164.20885983920212,144.04644945054437,116.36353103788556,139.3594652771055,169.99983981712379,130.645527084971,90.01737215540557,71.44908031898433,63.81826766289234,61.46723406998825
165.27289859985297,146.53357106859977,119.4357764048976,139.66008362088542,169.94243510154317,132.70598396066273,91.68513134413048,72.87144819445616,65.0345300342265,62.47097817808294
166.2738204999771,149.17523187030937,122.95319779244227,140.61334898173496,169.81858176995675,135.34913391546453,94.00789576229232,74.53760898802925,66.35940896755531,63.968257049238225
167.1914563563841,151.85273208840871,126.7634079658454,142.48365440358134,169.68815463368412,138.70046313271538,96.99720104044185,76.41454203342998,67.96582805491612,65.77725678237165
168.0064295842056,154.32833198450496,131.11873091900313,145.1060426564777,169.59697702808785,142.64806981564777,100.54508995912663,78.64808346997597,69.9786245925839,67.6902253977497
168.7008050006354,156.53072268822885,136.14364523948674,148.28501697185447,169.5294745138645,146.67424601966528,104.60367311211591,81.549465414591,72.33375863718626,69.77516509432398
169.25875158365096,158.64845756808228,141.56642790733062,151.80039817960153,169.4616400817405,150.1902703660071,109.358327320644,85.27885917136734,75.03007145904483,72.17215763398673
169.66717604275095,160.87339465588624,147.05450579943363,155.16239438974318,169.48443307201524,153.24977568998622,114.89832845954783,89.7995933393958,78.27565488717205,74.90962612323696
169.9162805856904,163.23935323821127,152.27657601619214,158.14090252138064,169.64592037708817,156.1459571583427,121.01983445508046,95.1123491414742,82.28317791061401,78.17886429222862
170.0,165.53984317358632,157.04195077589944,160.95647848530152,169.81804116796206,158.76148526384173,127.52730708483294,101.26835934689119,87.1929820867782,82.40358758437272
169.9162805856904,167.41538127782025,161.50261518349916,163.685128612514,169.91640624771713,160.95397897557996,134.17815663627988,108.29286533185446,93.21788088017959,88.0108949070984
169.66717604275095,168.70893950995253,165.58711162940284,166.1142576016841,169.96489681399305,162.8752053805079,140.5746584984445,116.17476043331422,100.69922814168494,95.37591339775457
169.25875158365096,169.53204376583759,168.5743931552631,168.098163075427,169.9919760820548,164.6693923131765,146.47330400567174,124.77725867844067,110.06759486270589,104.78522213816639
168.7008050006354,169.95996179210948,169.91200305635047,169.47271026577755,169.99919413303405,166.2431181112422,151.94134507353672,133.95492049943488,121.48981230979676,116.56773348104078
168.0064295842056,169.8947466281148,169.68313194175784,169.99610614127616,169.95882334434444,167.45187965384366,157.12636659813208,143.6065600622907,134.49630298984854,131.0100609028211
167.1914563563841,169.2717353648011,167.97442425352642,169.69942467090368,169.79260717906263,168.26002676967332,161.9519745084242,153.3058391750116,148.10688434112112,146.91811929684619
166.2738204999771,168.1355788071159,164.86809221763147,168.70861768008876,169.43601126386284,168.73942330316854,166.0025152136493,162.0729811728254,160.48829816452948,160.81629283631523
165.272898599853,166.5583155555139,160.7629509151547,166.87063609279718,168.8741205897678,169.07019580922426,168.72607373482398,168.28511487787975,168.5253063189282,168.8806375811662
164.20885983920212,164.69960090830182,155.93254616663694,164.03339118707305,168.0187580124819,169.38679519078664,169.93651781890958,169.8771078787983,169.4041837186669,169.12630779888
163.10206685480938,162.77603797200194,150.42894433126804,160.23505240445257,166.76782835342877,169.6665818513004,169.53006128321834,166.15386040409103,162.90773555873906,162.13116584834808
161.97255218849364,160.84304868752983,144.52019100973916,155.5425008506501,165.10844823033665,169.87681104410524,167.1366053371446,158.56585053184423,151.6957597657748,149.90221684696266
160.83958583045705,158.7904981113086,138.6176932503056,150.08370764584427,163.0747413716225,169.99537786439078,162.84657409766518,148.88390624345615,139.01474238388275,135.35408521351914
159.72133960888058,156.52616570290348,132.84482028425788,144.1958911769195,160.86808319978425,169.92590595445444,157.33751430508383,138.55017721833616,126.5204030816093,121.63390090536247
158.6346460730054,154.0285199429177,127.05296623451265,138.42679311867516,158.8285620348625,169.61974415607386,151.25930544898563,128.49313032118513,114.96023454008028,110.2556644047343
157.5948435080748,151.24025387069543,121.20027618216953,133.2584726862323,157.21413733017883,169.153758223506,145.0886434013702,119.01804746843554,104.99896159124798,100.86957092044787
156.61569487009854,147.96533042822065,115.60171411946776,128.85586292358826,156.03647036537748,168.6114357483797,139.04344892616066,110.41314532758618,96.7945711241908,92.83250743394966
155.7093665102468,144.07743458801463,110.57792048573292,125.15532798023085,155.06791968985883,167.93566600568687,133.19043661060547,103.11417324875906,89.9276432889339,86.05261264359844
154.88645218674108,139.81414270146945,106.08537961796075,121.97909080530147,154.16518026181154,166.96348326659654,127.694652232323,97.20394388340776,84.06363235491652,80.42437740056153
154.15602859864066,135.67815601819015,101.90914214018088,118.97575118221309,153.54451889130132,165.61003577677212,122.77079532972172,92.31913419729207,79.21595928296115,75.61445939484682
153.52573010829357,132.0882381397683,97.91952260659039,115.85380509512224,153.49792297262476,163.9660140736254,118.40512620866274,88.18153303498515,75.30866189482495,71.4988661776449
153.00183210429262,129.15161506294726,94.16200003122142,112.6982393987983,153.80992617012114,162.11342196114293,114.41131923168632,84.74011341448889,72.09345432080968,68.2057819831723
152.58933433851107,126.639197183548,90.87385984147569,109.77312920606357,153.8915196192235,159.9589430484624,110.78134705848316,81.8535282328952,69.44605563819012,65.73240377063318
152.29203737938772,124.23958030509327,88.3158584264332,107.16569881754103,153.4972086706348,157.67859358886466,107.41837657238821,79.34197713405925,67.3844523549421,63.88908706663868
152.11260696419632,121.97792879082499,86.4109211590626,104.91839522268054,152.81337351786698,155.8129037556561,104.11791936936694,77.14684542083262,65.87569689346098,62.54029033975109
152.0526224699857,120.16674876152688,84.82063712843245,103.19462672465471,151.93014255402238,154.5404414667392,101.06719005549661,75.22508278540035,64.79700640859684,61.658717701220304
152.11260696419632,118.9448625406312,83.4605783946758,101.86391050049345,150.9770646381665,153.6494882366204,98.6467727409934,73.56796858679677,64.00519200791373,61.22180603881977
152.29203737938772,118.18859068638814,82.52594509906822,100.54517674722923,150.26525398947163,152.99592897796973,97.02149347253425,72.26767250908415,63.390466080312535,61.11369862213525
152.58933433851107,117.84161299804603,82.0223579725892,99.30069024754151,149.72595945083629,152.48755435003434,96.11877764875047,71.43962857033607,62.95510874813654,61.07043665023628
153.00183210429262,117.95602405710135,81.76638982717766,98.50822496026336,149.1154218653708,152.19569943385048,95.75072323134376,71.17307409162446,62.737956895213465,60.84446898155595
153.52573010829357,118.41198015904347,81.7963056192074,98.23971176116369,148.5265894865768,152.371035399326,95.83359145257917,71.4689884355168,62.71866821327647,60.465981123657784
154.15602859864066,118.99673960083197,82.29526842481651,98.3591148821249,148.16414882089785,153.08023007300253,96.60166068732448,72.15861866060088,62.8723784804785,60.16167286675442
154.88645218674108,119.72506394723547,83.2418243563004,98.9178348678569,148.03217145017211,154.2697554960626,98.3180487979535,73.05532694437983,63.18637156714772,60.168878511483406
155.7093665102468,120.78926190945373,84.46453794284997,100.08191548507016,148.04721643425478,156.06324393631363,100.82879533169056,74.16750169357799,63.67240944184543,60.6387950229127
156.61569487009854,122.24968390552188,85.98996033213045,101.78875664024481,148.1727275419764,158.50860504553611,103.79273572705381,75.58097459707427,64.45579072394189,61.477797936746654
157.5948435080748,124.03892917281799,88.04127996428605,103.80417511895745,148.16577834271732,161.14874291038643,107.09703716350697,77.35623750440742,65.70728805378701,62.518998327168916
158.63464607300543,126.21961401839596,90.71662192557581,105.97680516230743,147.711360991108,163.4217144591076,110.78402908515034,79.66093231853944,67.42287463446517,63.865451714278564
159.72133960888058,129.01125775364898,93.93442469766461,108.13276783129415,146.96662289647784,165.2357127331733,114.82826759117917,82.68024884989542,69.55256488888904,65.74557925312236
160.83958583045705,132.6112269468681,97.51687322275131,110.15668420976989,146.40220256612943,166.7488985332451,119.28947681602808,86.35952564022695,72.26415600576908,68.22818738753737
161.97255218849364,136.94630713629778,101.36150528948293,112.19026614927903,146.22561638999946,168.02144747209218,124.29879147567026,90.56298251205516,75.79992734961832,71.37175459272223
163.10206685480938,141.54053949735155,105.65480212208632,114.52444332545551,146.29723473697658,169.02046864081612,129.73921553071636,95.45346340425489,80.22608274365452,75.47183828577829
164.20885983920215,145.83494595750008,110.67085306091572,117.51556867927383,146.36064001500273,169.68055956787876,135.46312549392889,101.32525280030892,85.5709137031577,80.88171718641516
165.272898599853,149.5793841551162,116.47944240734329,121.36835737985307,146.4567927730744,169.98009699303938,141.50202785499786,108.22911368862198,92.17466080592219,87.66718224513787
166.2738204999771,152.8954922838606,122.8458362457134,125.99152354820295,147.08386048760804,169.90573267881388,147.7861490006521,116.20475945756392,100.45695261367419,95.7861357224816
167.1914563563841,156.0586899419079,129.3103018216493,131.22326255985928,148.5594506090765,169.41027943114682,154.1393896415502,125.54252216445032,110.45965601837415,105.64782132384481
168.0064295842056,159.12515790447057,135.68170775583314,136.83332674839585,150.73166225019722,168.6328802382967,160.38225041708463,136.29451535458213,122.0650571677568,117.7026159519206
168.7008050006354,161.9092235937012,142.1887587925596,142.4373253346499,153.36163968998315,167.829655240782,165.78432501795103,147.90494457214058,135.22331036508862,131.54788022470993
169.25875158365096,164.29275492541683,148.84074676768654,147.90742608554575,156.19134316807424,167.04011485970102,169.1537697732044,159.12304162145097,149.2717833236364,146.04808480630857
169.66717604275095,166.3112754773517,155.14364689426301,153.43268777504295,158.86985775868615,166.15007454745495,169.9613322602857,167.44374509933525,161.9930143041397,159.31421332405796
169.9162805856904,167.94487721311867,160.7213128815991,158.845276873812,161.1846480713015,165.11486132474616,168.3836415422622,169.93801482609143,169.42472926841242,168.3325855226598
170.0,169.11243262928886,165.4282217667636,163.46542182048162,163.2356735309351,163.88374483354076,164.64567578389946,165.92173188711877,167.90484728990194,168.98658852979725
169.9162805856904,169.80970474028248,168.71374908799208,166.89347597895596,165.0640942337977,162.36789193599094,159.11619118202756,157.26398615014642,157.7958506145188,158.7576859338103
169.66717604275098,169.98609211644464,169.9877581571217,169.11990518152638,166.48652087674648,160.5741216163654,152.49393446667048,146.31386848099208,142.88609987767973,141.4382764914172
169.25875158365096,169.47911511533573,169.19168482808905,169.98985779116177,167.49477691475016,158.53266914330405,145.59920677079396,134.60382763655966,127.0174724882739,123.54266858545132
168.7008050006354,168.21408271627632,166.289978292838,169.541557755146,168.22005517018533,156.3564949495481,138.84660914537423,123.02296967327608,112.5244404501169,108.42080040091007
168.0064295842056,166.2176411959728,161.35575296822103,168.09480754383728,168.71805128774602,154.35909464849433,132.0097448282863,112.27016424872784,100.35496184270356,96.37007012222841
167.1914563563841,163.44857902046974,155.1402131256627,165.82442349157793,169.0916904977045,152.46717833448415,125.00968889908249,102.71017408633851,90.58045828683228,86.70879291119266
166.2738204999771,159.96968362002892,148.45635134635444,162.8157803263116,169.4640752694577,150.10930865939306,118.10550517039114,94.49641088705093,82.76609317379962,78.97177396877589
165.27289859985297,156.13755865758952,141.6010929922468,159.09467699752722,169.78377627306148,147.06179830843155,111.41418318798942,87.67095345358716,76.3859476816785,72.86235376986942
164.20885983920212,152.43009925362392,134.62553130033558,154.5239317345504,169.95008997993392,143.57091929252582,105.07301804919885,81.97281233337891,71.18721951358364,67.98055620079319
163.10206685480938,149.12230738170774,127.6314704577076,149.18127159214117,169.9974419013124,139.8780421544652,99.31367225444447,77.05130290092865,67.02795139991989,63.970173356817405
161.97255218849367,146.10480518499674,120.9294389830185,143.57760944606127,169.99310013250965,136.04262440707637,94.2085500575592,72.80942027294604,63.62497859789518,60.730365390735926
160.83958583045705,142.9816676678095,114.98207809295384,138.32163973620248,169.94995401355112,132.18146129245665,89.66977960041463,69.25114771513704,60.726503796667316,58.20569089843046
159.72133960888056,139.49554814450997,109.97799993702671,133.8102828208646,169.8617038851212,128.61719195059695,85.64481566239576,66.24911342608897,58.29097879403767,56.13843942848547
158.6346460730054,135.80305700237665,105.67648125046297,130.20733385323226,169.75908382330584,125.63084007244056,82.17980052270087,63.64669592804004,56.320574604590036,54.29786779131928
157.5948435080748,132.25890704046728,101.77742044743918,127.44836916777636,169.7036912244857,123.27294005992088,79.31454063529718,61.43435138141976,54.664713408067975,52.694470086824175
156.61569487009854,129.10846710818012,98.25200320868093,125.20840658792814,169.72759873284267,121.27150865913919,77.10221690233828,59.64924385918348,53.163515245814175,51.38276927069294
155.7093665102468,126.39726733353272,95.26571858479123,123.18300376375745,169.7968472019232,119.27494860229115,75.57993272442995,58.23104341890251,51.82845565657097,50.24727781755834
154.88645218674108,124.14527507935206,92.88460956575551,121.31380215537123,169.8681898996985,117.36812873273648,74.53368521700467,57.163637170842556,50.72348789054451,49.12938191286069
154.15602859864066,122.44426072786139,91.00324554656481,119.80089960218953,169.91460300008416,115.90951331250601,73.64958384749306,56.47721362331017,49.84122757575147,48.03880087976306
153.52573010829357,121.31169678190231,89.57831014561496,118.81929182210234,169.921960079991,114.93568664977676,72.92641946229398,56.06563635778953,49.16813001563609,47.10049445577509
153.00183210429262,120.64099321217492,88.76260835921799,118.15445205202151,169.899097529201,114.40689424509823,72.53517390824366,55.753477120417045,48.70160192754843,46.444337787060434
